_c0,_c1,cnt,1
沥滘正佳,ADDR,67,0
道外,ADMIN,67,1
黎城,ADMIN,67,1
黑头贴,PROD_TAG,67,1
许亚军,PERSON_NAME,67,1
今天下午三点半,CLOCK,67,1
苹果6/7plus,PROD_NAME,67,1
樊总,PERSON_NAME,67,1
￥398￥,TAOBAO_PROD_ID,67,0
鑫达通讯,ADDR,67,1
高能少年团2,TV,67,0
杨小燕,PERSON_NAME,67,1
有没有那么一首歌,MUSIC,67,1
沉香,BOOK,67,0
裴泽玲,PERSON_NAME,67,1
嘉俊,PERSON_NAME,67,1
蠢驴,PERSON_NAME,67,1
慕紫,PERSON_NAME,67,1
手机Tao宝,APP_NAME,67,1
吴远,PERSON_NAME,67,1
我们是共产主义接班人,MUSIC,67,1
茗山青云店,ADDR,67,1
DARLING in the FRANXX,MUSIC,67,1
黄雅莉,PERSON_NAME,67,1
丹江雷达专卖店,ADDR,67,1
县民政局,GOV,67,1
?,,,1
,PROD_NAME,67,1
信乐团,PERSON_NAME,67,1
李万军,PERSON_NAME,67,1
摆渡人,BOOK,67,0
昨天10:46,CLOCK,67,1
mp4.mp,URL,67,0
张导,PERSON_NAME,67,1
吴春霞,PERSON_NAME,67,1
五月五,DATE,67,1
右玉县,ADMIN,67,1
【淘宝】,APP_NAME,67,1
心悦,PERSON_NAME,67,1
昨天08:30,CLOCK,67,1
王警官,PERSON_NAME,67,1
王子衿,PERSON_NAME,67,1
李队长,PERSON_NAME,67,1
东西湖,ADMIN,67,1
陈二狗,TV,67,1
北票,ADMIN,67,1
渔舟唱晚,MUSIC,67,1
篠田步美,PERSON_NAME,67,1
西尔维娅,PERSON_NAME,67,1
李学,PERSON_NAME,67,1
爱之语冰丝凉席,PROD_NAME,67,1
英孚,ADDR,67,1
程皓,PERSON_NAME,67,1
秦洛,PERSON_NAME,67,1
明天12:00,CLOCK,67,1
丹塔,PERSON_NAME,67,1
叶星澜,PERSON_NAME,67,1
0571-81635807,PHONE_NUM,67,1
白色外套,PROD_TAG,67,1
大同移动,ADDR,67,1
运动手表,PROD_TAG,67,1
鬼吹灯之寻龙诀,FILM,67,1
汉惠帝,PERSON_NAME,67,0
张皓宇,PERSON_NAME,67,1
天目星城,ADDR,67,1
吕经理,PERSON_NAME,67,1
镜泊湖,SCENE,67,1
https://dc.tt/1Gx8n,URL,67,1
孙书记,PERSON_NAME,67,1
东茅岭,ADDR,67,1
苏启泽,PERSON_NAME,67,1
泡泡面膜,PROD_NAME,67,1
OPPO A3,,,1
,PROD_NAME,67,1
贝贝集团,ADDR,67,1
苹果Apple iPhone 8 Plus,PROD_NAME,67,1
贺子华,PERSON_NAME,67,1
喜马拉雅山脉,SCENE,67,1
雨润睡眠面膜,PROD_NAME,67,1
六里坪金信,ADDR,67,1
陈丽莎,PERSON_NAME,67,1
89.7,DATE,67,1
阿晓,PERSON_NAME,67,1
道宗,PERSON_NAME,67,0
朝阳孛罗营,ADDR,67,1
赵雄,PERSON_NAME,67,1
阿姆,PERSON_NAME,67,1
杨树平,PERSON_NAME,67,1
吴小华,PERSON_NAME,67,1
武惠妃,PERSON_NAME,67,0
Adobe Flash Player,APP_NAME,67,1
奔跑吧第二季,TV,67,0
1975,DATE,67,1
昨天11:06,CLOCK,67,1
夏季女装韩版小性感露肩宽松休闲中袖t恤,PROD_NAME,67,0
许红哲,PERSON_NAME,67,1
冯,,,1
,PERSON_NAME,67,1
骁龙710,PROD_NAME,67,1
s.creditcard.cmbc.com.cn/0004fv,URL,67,1
不爱我就拉倒,MUSIC,67,1
早上7:50,CLOCK,67,1
出家,BOOK,67,1
60.2,DATE,67,1
将爱情进行到底,TV,67,1
无价,BOOK,67,1
林志穎,PERSON_NAME,67,1
麦家,PERSON_NAME,67,1
孟津县,ADMIN,67,1
美国财政部,GOV,67,1
网贷,PROD_NAME,67,1
安能物流,ADDR,67,1
叶晓飞,PERSON_NAME,67,1
大相国寺,SCENE,67,1
维沃,PROD_BRAND,67,1
95598,PHONE_NUM,67,1
?,PERSON_NAME,67,0
2016-10-18 00:00:00,DATE,67,1
42611,DATE,67,1
巩义市,ADMIN,67,1
方汉民,PERSON_NAME,67,1
39.3,DATE,67,1
陶先生,PERSON_NAME,67,1
王大哥,PERSON_NAME,67,1
篮球部落,TV,67,1
?,PROD_NAME,67,0
樊凡,PERSON_NAME,67,1
苏景,PERSON_NAME,67,1
西川,PERSON_NAME,67,1
狗尾草,PLANT,67,1
王亚萍,PERSON_NAME,67,1
孙教练,PERSON_NAME,67,1
孟雪,PERSON_NAME,67,1
郭丽娟,PERSON_NAME,67,1
下午3：30,CLOCK,67,1
宝通,ADDR,67,1
乐刷商务版,APP_NAME,67,1
36373,DATE,67,1
秦子爵,PERSON_NAME,67,1
2018-04-17 00:00:00,DATE,67,1
《北京青年》,TV,67,1
刘品言,PERSON_NAME,67,1
小爸爸,TV,67,1
董奶奶,PERSON_NAME,67,1
南雄,ADMIN,67,1
Y51A,PROD_NAME,67,1
丁山,PERSON_NAME,67,1
04:55:00,CLOCK,67,1
水井坊,STOCK_NAME,67,1
穆希辰,PERSON_NAME,67,1
李海洋,PERSON_NAME,67,1
http://dx.10086.cn/FCLBY1,URL,67,1
曹国伟,PERSON_NAME,67,1
郭宁,PERSON_NAME,67,1
鑫达y85,,,1
,ADDR,67,1
荇菜,PLANT,67,1
华南,ADMIN,67,1
微头条,APP_NAME,67,1
燕,,,1
,PERSON_NAME,67,1
魅蓝手机,PROD_NAME,67,1
李忠发,PERSON_NAME,67,1
冯金阁,PERSON_NAME,67,1
金山公司,ADDR,67,1
凝胶,PROD_TAG,67,1
下载器,APP_NAME,67,1
http://t1n.cn/QIJ,URL,67,1
保卫黄河,MUSIC,67,1
烟罗,PERSON_NAME,67,1
https://dc.tt/1BewT,URL,67,1
管理学,BOOK,67,0
田蕊妮,PERSON_NAME,67,1
z手环,PROD_NAME,67,1
陈庆,PERSON_NAME,67,1
0.673611111111,CLOCK,67,1
oppo A3,PROD_NAME,67,1
旗袍,BOOK,67,0
咪咕善跑,APP_NAME,67,1
X21i/X21iA,,,1
,PROD_NAME,67,1
玺晨,PERSON_NAME,67,1
小米MAX2,PROD_NAME,67,1
宗旺2店,ADDR,67,1
柳天南,PERSON_NAME,67,1
?,ADDR,67,0
阿忠,PERSON_NAME,67,1
Niki,PERSON_NAME,67,1
2017-02-13 00:00:00,DATE,67,1
王庄,ADMIN,67,1
令狐悦悦,PERSON_NAME,67,1
43102,DATE,67,1
jf.95504.net/,URL,67,1
张卓,PERSON_NAME,67,1
天下父母心,TV,67,1
北堂墨,PERSON_NAME,67,1
缪光平,PERSON_NAME,67,1
五月六日,DATE,67,1
《麻雀》,TV,67,1
朱云,PERSON_NAME,67,1
昨天13:05,CLOCK,67,1
晓晨,PERSON_NAME,67,1
台安县,ADMIN,67,1
徐铁林,PERSON_NAME,67,1
22.05,DATE,67,1
杨秀丽,PERSON_NAME,67,1
李鸿忠,PERSON_NAME,67,1
荣耀6,PROD_NAME,67,1
阎婆惜,PERSON_NAME,67,1
于斌,PERSON_NAME,67,1
丁娜,PERSON_NAME,67,1
美国巴尔的摩街头,ADDR,67,1
何晨光,PERSON_NAME,67,1
红古,ADMIN,67,1
晚18点,CLOCK,67,1
Tom Ford,PERSON_NAME,67,1
梁铮,PERSON_NAME,67,1
樊胜美,PERSON_NAME,67,1
冯媛,PERSON_NAME,67,1
刺五加,PLANT,67,1
东海龙宫,SCENE,67,1
语芙,PERSON_NAME,67,1
五月三日,DATE,67,1
蓝天x21,,,1
,PROD_NAME,67,1
呋塞米,,,1
,PROD_NAME,67,1
丽玲,PERSON_NAME,67,1
商鞅,PERSON_NAME,67,1
张红军,PERSON_NAME,67,1
陈义,,,1
,PERSON_NAME,67,1
西藏移动,ADDR,67,1
张晓雯,PERSON_NAME,67,1
陈中,PERSON_NAME,67,1
那一夜,MUSIC,67,1
赵鹏飞,PERSON_NAME,67,1
昆明,,,1
,SCENE,67,1
http://sd.wap.vivo.cn:8888,URL,67,1
龙涛,PERSON_NAME,67,1
罗云阳,PERSON_NAME,67,1
刘喜,PERSON_NAME,67,1
斯坦森,PERSON_NAME,67,1
一休哥,PERSON_NAME,67,1
王耀武,PERSON_NAME,67,1
邹燕,PERSON_NAME,67,1
杨亚,PERSON_NAME,67,1
x20plusA,PROD_NAME,67,1
昨天13:41,CLOCK,67,1
金太阳幼儿园,SCHOOL,67,1
命中注定我爱你,TV,67,1
《跑男6》,TV,67,0
邱寒,PERSON_NAME,67,1
佩莱格里尼,PERSON_NAME,67,1
0.493055555556,CLOCK,67,1
李尚红,PERSON_NAME,67,1
??洗面奶,PROD_NAME,67,0
陈雅凤,PERSON_NAME,67,1
本月24号,DATE,67,1
春风吹,TV,67,1
刘春艳,PERSON_NAME,67,1
振华,PROD_BRAND,67,1
李小曼,PERSON_NAME,67,1
http://xa.fx.vivo.cn:8888,URL,67,1
康生,PERSON_NAME,67,1
钟繇,PERSON_NAME,67,1
伊利奶粉,PROD_BRAND,67,1
纪晓岚,TV,67,1
唐元强,PERSON_NAME,67,1
白裤子,PROD_TAG,67,1
冠司童,PROD_BRAND,67,1
瑞典学院,SCHOOL,67,1
何主任,PERSON_NAME,67,1
中式礼服,PROD_TAG,67,1
张霖,PERSON_NAME,67,1
工银融e联,APP_NAME,67,1
刘达,PERSON_NAME,67,1
吴巧玲,PERSON_NAME,67,1
15163150897,PHONE_NUM,67,1
尤妮佳moony婴儿拉拉裤纸尿裤,PROD_NAME,67,1
麻涌警方,GOV,67,1
粳稻,PLANT,67,1
晏家,PERSON_NAME,67,1
子俊,PERSON_NAME,67,1
《功守道》,FILM,67,1
邓梦霞,PERSON_NAME,67,1
安先生,PERSON_NAME,67,1
教育学,BOOK,67,0
新华,,,1
,ADDR,67,1
http://xw.qq.com/index.htm,URL,67,1
嘉定北站,STATION,67,1
孟辉,PERSON_NAME,67,1
邹艳,PERSON_NAME,67,1
43108,DATE,67,1
晚8时,CLOCK,67,1
韦恩,PERSON_NAME,67,1
河南国税,GOV,67,1
2017-05-07 00:00:00,DATE,67,1
https://t.cn/RuTjvemTD,URL,67,1
骆驼男装,PROD_BRAND,67,0
靳哥,PERSON_NAME,67,1
经济管理学院,SCHOOL,67,1
59.1,DATE,67,1
宋亚娜,PERSON_NAME,67,1
蒋家驹,PERSON_NAME,67,1
Sakura Tears,MUSIC,67,1
孟涛,PERSON_NAME,67,1
白痴,BOOK,67,0
春梅,PERSON_NAME,67,1
0.489583333333,CLOCK,67,1
夏鸿升,PERSON_NAME,67,1
叶县盈科,ADDR,67,1
李希民,PERSON_NAME,67,1
天通苑,ADDR,67,1
正装西裤,PROD_TAG,67,1
志丹,ADMIN,67,1
爸爸妈妈,MUSIC,67,1
傅怀玉,PERSON_NAME,67,1
?,,,1
,PROD_NAME,67,1
常州市第二人民医院,HOSPITAL,67,1
延康国师,PERSON_NAME,67,1
汉武帝刘彻,PERSON_NAME,67,0
早上6：30,CLOCK,67,1
42917,DATE,67,1
东屏中队,GOV,67,1
昨天10:23,CLOCK,67,1
昨天16:37,CLOCK,67,1
徐博,PERSON_NAME,67,1
大理州,ADMIN,67,1
黑金2698,FILM,67,1
05月03,DATE,67,1
43276,DATE,67,1
sasa,PROD_BRAND,67,1
),ADDR,67,1
许玉梅,PERSON_NAME,67,1
异世邪君,BOOK,67,1
巴黎凡尔赛宫,SCENE,67,1
《龙族》,BOOK,67,1
美食猎人,BOOK,67,1
金久哲,PERSON_NAME,67,1
程薇,PERSON_NAME,67,1
东营区,ADMIN,67,1
义煤老干部活动中心,ADDR,67,1
34.4,DATE,67,1
菩提树下,TV,67,1
樱木,PERSON_NAME,67,1
09:55:00,CLOCK,67,1
张春燕,PERSON_NAME,67,1
朝鲜民主主义人民共和国,ADMIN,67,1
孕妇奶粉,PROD_TAG,67,1
朗逸plus,PROD_NAME,67,1
中国中铁,STOCK_NAME,67,1
新世纪广场,ADDR,67,1
走向共和,TV,67,1
小米note2,PROD_NAME,67,1
哈利法塔,ADDR,67,1
??,PROD_NAME,67,0
汪斌,PERSON_NAME,67,1
科龙,PROD_BRAND,67,1
三生花,PROD_BRAND,67,1
江晴,PERSON_NAME,67,1
71A,PROD_NAME,67,0
?,,,1
,PROD_NAME,67,1
吴瑶,PERSON_NAME,67,1
赵峥,PERSON_NAME,67,1
索罗,PERSON_NAME,66,1
sm01.alicdn.com,URL,66,1
栗野葉,PERSON_NAME,66,1
《遗憾拼图》,TV,66,1
末世求生,FILM,66,1
市财政局,GOV,66,1
光际资本,ADDR,66,1
北大青鸟,SCHOOL,66,1
wap.js.10086.cn/hyl/d/foJYCc,URL,66,1
樊姐,PERSON_NAME,66,1
王素英,PERSON_NAME,66,1
邻水,ADMIN,66,1
刘耀祖,PERSON_NAME,66,1
yurisa,PERSON_NAME,66,1
征服,MUSIC,66,1
vivo智能手机V粉社区,,,1
,PROD_NAME,66,1
石晓,PERSON_NAME,66,1
王晓林,PERSON_NAME,66,1
2017.5,DATE,66,1
广州国美,ADDR,66,1
江浩,PERSON_NAME,66,1
梁汉文,PERSON_NAME,66,1
飞创vivox21手机壳,PROD_NAME,66,1
毛坦厂中学,SCHOOL,66,1
叶清溪,PERSON_NAME,66,1
海南电网,ADDR,66,1
15057874404,PHONE_NUM,66,1
《我们的中国梦》,MUSIC,66,1
金娟,PERSON_NAME,66,1
《绝世唐门》,TV,66,1
欧阳,,,1
,PERSON_NAME,66,1
洛天化,PERSON_NAME,66,1
阿郎,PERSON_NAME,66,1
vivo女硅胶防摔潮男UD,PROD_NAME,66,1
旺甫李海,PERSON_NAME,66,0
你不是真正的快乐,MUSIC,66,1
逆缘,FILM,66,1
八千里路云和月,FILM,66,1
小米8手机,PROD_NAME,66,1
http://t.cn/R1VgJ7D,URL,66,1
2016-12-24 00:00:00,DATE,66,1
申圣,PERSON_NAME,66,1
福田汽车,STOCK_NAME,66,1
倪桂珍,PERSON_NAME,66,1
43280,DATE,66,1
http://vdisk.weibo.com/lc/B8XgLecMOTdhQeoLiEZ,URL,66,1
黑头面膜,PROD_TAG,66,1
昨天13:52,CLOCK,66,1
云南省景洪市第四中学,SCHOOL,66,1
贝德玛￥78,PROD_NAME,66,1
陈莹莹,PERSON_NAME,66,1
方少时,PERSON_NAME,66,1
郑勇,PERSON_NAME,66,1
河南证监局,GOV,66,1
x21 5,PROD_NAME,66,1
少年游,MUSIC,66,1
七八点,CLOCK,66,1
2021.05.20,DATE,66,1
昨天13:57,CLOCK,66,1
兰瑟,PROD_BRAND,66,1
乐颜,PERSON_NAME,66,1
02:03:00,CLOCK,66,1
易红,PERSON_NAME,66,1
万峰名豪店,ADDR,66,1
10月1号,DATE,66,1
郁达夫,PERSON_NAME,66,1
李鸾,PERSON_NAME,66,1
宁夏大学,SCHOOL,66,1
苏薇,PERSON_NAME,66,1
电白阳光医院,HOSPITAL,66,1
王爱琴,PERSON_NAME,66,1
林申,PERSON_NAME,66,1
余姚北区,ADMIN,66,1
姚迪,PERSON_NAME,66,1
20世纪30年代,DATE,66,1
杨菲菲,PERSON_NAME,66,1
神仙膏贵妇膏,PROD_TAG,66,1
22日下午,CLOCK,66,1
濉溪,ADMIN,66,1
钓鱼帽,PROD_TAG,66,1
北川,PERSON_NAME,66,1
张淑华,PERSON_NAME,66,1
moment@tencent.com,EMAIL,66,0
一起来飞车,APP_NAME,66,1
0.947916666667,CLOCK,66,1
顾长安,PERSON_NAME,66,1
下周一下午,CLOCK,66,1
何林,PERSON_NAME,66,1
秦治利,PERSON_NAME,66,1
ANESSA安耐晒防晒,PROD_NAME,66,1
彭强,PERSON_NAME,66,1
贺敬轩,PERSON_NAME,66,1
https://tb.cn/LSKevXx,URL,66,1
法国政府,GOV,66,0
42917,DATE,66,1
孙庆,PERSON_NAME,66,1
鸿茅国药股份有限公司,ADDR,66,1
31件,,,1
,PROD_NAME,66,1
槐安路,ADDR,66,1
Lu556.Com,URL,66,1
梁墨城,PERSON_NAME,66,1
中华万年历,APP_NAME,66,1
王斯然,PERSON_NAME,66,1
833,ADMIN,66,0
孙二娘,PERSON_NAME,66,1
李迎春,PERSON_NAME,66,1
邵梓航,PERSON_NAME,66,1
0.375,CLOCK,66,1
青春年少时,FILM,66,1
2018-02-06 00:00:00,DATE,66,1
花芷,PERSON_NAME,66,1
https://w.url.cn/s/AieUFvd,URL,66,1
陈寅恪,PERSON_NAME,66,1
西装裙,PROD_TAG,66,1
昨天15:40,CLOCK,66,1
厉空烈,PERSON_NAME,66,1
顾初妍,PERSON_NAME,66,1
傲娇与偏见,FILM,66,1
抚仙湖,SCENE,66,1
陈玉珍,PERSON_NAME,66,1
气垫bb霜,PROD_TAG,66,1
张伟民,PERSON_NAME,66,1
秀华,PERSON_NAME,66,1
潘安湖,SCENE,66,1
徐玉兰,PERSON_NAME,66,1
http://a.189.cn/JJT8VC,URL,66,1
刘明明,PERSON_NAME,66,1
胡倩,PERSON_NAME,66,1
0.436111111111,CLOCK,66,1
陈立杰,PERSON_NAME,66,1
t.cn/RQgibmK,URL,66,1
宋鹏,PERSON_NAME,66,1
0.475,CLOCK,66,1
《外来媳妇本地郎》,TV,66,1
安晴,PERSON_NAME,66,1
43268,DATE,66,1
华润通,ADDR,66,1
六月的雨,MUSIC,66,1
李秀芹,PERSON_NAME,66,1
黑龙江七台河,ADMIN,66,1
昨天12:55,CLOCK,66,1
五月二十五日,DATE,66,1
jiazhang.qq.com,URL,66,1
43101,DATE,66,1
培根,PERSON_NAME,66,1
张玄尘,PERSON_NAME,66,1
苹果平板电脑,PROD_NAME,66,1
李艳芳,PERSON_NAME,66,1
刘振华邻居,PERSON_NAME,66,0
天使之恋,FILM,66,1
叶海,PERSON_NAME,66,1
陈小明,PERSON_NAME,66,1
42.1,DATE,66,1
婚纱裙,PROD_TAG,66,1
罗仲谦,PERSON_NAME,66,1
贺婷,PERSON_NAME,66,1
许颖,PERSON_NAME,66,1
柯庭郁,PERSON_NAME,66,1
张赫宣,PERSON_NAME,66,1
base.apk,URL,66,0
贵阳龙洞堡机场,STATION,66,1
韦伯,PERSON_NAME,66,1
0.715277777778,CLOCK,66,1
严德,PERSON_NAME,66,1
沈浪先,PERSON_NAME,66,1
食戟之灵,ENT_OTHER,66,1
顾若熙,PERSON_NAME,66,1
双月湾,SCENE,66,1
30.7,DATE,66,1
郑文,PERSON_NAME,66,1
储燕,PERSON_NAME,66,1
郭丽娜,PERSON_NAME,66,1
破洞九分牛仔裤,PROD_TAG,66,1
《佛系少女》,MUSIC,66,1
03:45:00,CLOCK,66,1
I LOVE YOU,MUSIC,66,1
【夜听】一个人的路,MUSIC,66,0
杨国忠,PERSON_NAME,66,1
m.iask.sina.com.cn,URL,66,1
轩辕墨,PERSON_NAME,66,1
X21&X21,PROD_NAME,66,1
慕容博,PERSON_NAME,66,1
明天7点,CLOCK,66,1
张朝总,PERSON_NAME,66,1
招魂,FILM,66,1
42682,DATE,66,1
陈哲,PERSON_NAME,66,1
陈鹏飞,PERSON_NAME,66,1
陈顺,PERSON_NAME,66,1
小黑裙,PROD_BRAND,66,1
oppo A83,PROD_NAME,66,1
凤沉鱼,PERSON_NAME,66,1
邵伟,PERSON_NAME,66,1
鱼幼薇,PERSON_NAME,66,1
111230.com,URL,66,1
马彩,PERSON_NAME,66,1
盛夏光年,FILM,66,1
维特根斯坦,PERSON_NAME,66,1
钟品亮,PERSON_NAME,66,1
哈里森,PERSON_NAME,66,1
冯颖,PERSON_NAME,66,1
杨珊珊,PERSON_NAME,66,1
苏雪珍,PERSON_NAME,66,1
小陆,PERSON_NAME,66,1
江辉,PERSON_NAME,66,1
云剑,PERSON_NAME,66,1
昨天12:26,CLOCK,66,1
何清,PERSON_NAME,66,1
爱尚钱包,APP_NAME,66,1
鞋子女,PROD_BRAND,66,0
蓝山中域二店,ADDR,66,1
马巷,ADDR,66,1
地大,SCHOOL,66,1
昨天10:12,CLOCK,66,1
陈清燕,PERSON_NAME,66,1
《海底两万里》,BOOK,66,1
潘慧,PERSON_NAME,66,1
省环保厅,GOV,66,1
t.cn/REugJY4,URL,66,1
王三,PERSON_NAME,66,1
梁宏,PERSON_NAME,66,1
2NE1,PERSON_NAME,66,0
休斯,PERSON_NAME,66,1
伊瓜因,PERSON_NAME,66,1
常熟万达广场,ADDR,66,1
http://10086.gs-bigdata.cn/00003d8,URL,66,1
罗欢,PERSON_NAME,66,1
欧阳惠秋,PERSON_NAME,66,1
明天上午八点,CLOCK,66,1
13973094060,PHONE_NUM,66,1
y66 940 1098,PROD_NAME,66,1
x21,,,1
,,,1
,PROD_NAME,66,1
魅蓝note2,PROD_NAME,66,1
杰夫·贝佐斯,PERSON_NAME,66,1
玉琪,PERSON_NAME,66,1
昨天13:32,CLOCK,66,1
黄山·洋湖,SCENE,66,1
素野多肽紧致眼霜,PROD_NAME,66,1
上岛,CATER,66,1
皇贵妃,PERSON_NAME,66,0
河南省工业和信息化委员会,ADDR,66,1
李晨曦,PERSON_NAME,66,1
郭老板,PERSON_NAME,66,1
方华,PERSON_NAME,66,1
吴欣怡,PERSON_NAME,66,1
杨佳佳,PERSON_NAME,66,1
杨小平,PERSON_NAME,66,1
长宁区,ADMIN,66,1
林青柏,PERSON_NAME,66,1
周四早上,CLOCK,66,1
刘晔,PERSON_NAME,66,1
阿瓦提,ADMIN,66,1
q.url.cn/cdXmUf,URL,66,1
effie,PERSON_NAME,66,1
13623246305,PHONE_NUM,66,1
晚上12:00,CLOCK,66,1
何家驹,PERSON_NAME,66,1
逆风飞翔,FILM,66,1
叶晨风,PERSON_NAME,66,1
昨天10:39,CLOCK,66,1
X21旗舰,PROD_NAME,66,1
素野樱花舒润空气感两部曲面膜,PROD_NAME,66,1
芙娜妮,PROD_BRAND,66,1
259,,,1
,PROD_NAME,66,1
上海宝山,ADMIN,66,1
先导智能,STOCK_NAME,66,1
孟欣,PERSON_NAME,66,1
铛铛,PERSON_NAME,66,1
王大东,PERSON_NAME,66,1
南宁市兴宁区,ADMIN,66,1
2018年4月底,DATE,66,1
天官赐福,FILM,66,1
卢茵,PERSON_NAME,66,1
秦岭路,ADDR,66,1
43265,DATE,66,1
馨予老师,PERSON_NAME,66,1
太原移动,ADDR,66,1
明天上午8:00,CLOCK,66,1
http://t.ctrip.cn/chO6mF,URL,66,1
昨天12:59,CLOCK,66,1
韦雪,PERSON_NAME,66,1
黄溢,PERSON_NAME,66,1
博时基金,ADDR,66,1
小珊,PERSON_NAME,66,1
骊姬,PERSON_NAME,66,1
喜羊羊与灰太狼,ENT_OTHER,66,1
中国联通营业厅,ADDR,66,1
邵星,PERSON_NAME,66,1
白梓潼,PERSON_NAME,66,1
子墨,PERSON_NAME,66,1
方初红,PERSON_NAME,66,1
我欲封天,BOOK,66,1
富滇银行,ADDR,66,1
铜鼓,ADMIN,66,1
威利,PERSON_NAME,66,1
锦湖社区,ADDR,66,1
《雍正王朝》,TV,66,1
金科路,ADDR,66,1
李红兵,PERSON_NAME,66,1
南宫蔻微,PERSON_NAME,66,1
《胭脂扣》,FILM,66,1
94.4,DATE,66,1
碧缇福,PERSON_NAME,66,1
邱澄澄,PERSON_NAME,66,1
张国栋,PERSON_NAME,66,1
慕霏,PERSON_NAME,66,1
超级战舰,FILM,66,1
佟锦年,PERSON_NAME,66,1
昨天10:38,CLOCK,66,1
陈丽梅,PERSON_NAME,66,1
中信信用卡,ADDR,66,1
《微时代》,TV,66,1
中北华美,,,1
,ADDR,66,1
潘女士,PERSON_NAME,66,1
http://c7.gg/JT7j,URL,66,1
永旺,PROD_BRAND,66,1
福达,ADDR,66,1
TF卡,PROD_TAG,66,1
太平,ADDR,66,1
奥利司,PERSON_NAME,66,1
摩拜,ADDR,66,1
方特梦幻王国,SCENE,66,1
《爱的教育》,BOOK,66,1
安昌,ADMIN,66,1
42817,DATE,66,1
卡斯罗,ANIMAL,66,1
Pad,PROD_TAG,66,1
40.2,DATE,66,1
台大坞声远,ADDR,66,1
???,PROD_NAME,66,0
李爱军,PERSON_NAME,66,1
43193,DATE,66,1
冯玲,PERSON_NAME,66,1
43436,DATE,66,1
www.sohu.com,URL,66,1
齐木兰,PERSON_NAME,66,1
温言,PERSON_NAME,66,1
￥32￥,TAOBAO_PROD_ID,66,0
何彦霓,PERSON_NAME,66,1
中州路,ADDR,66,1
池文,ADDR,66,1
张慧,,,1
,PERSON_NAME,66,1
肖岳,PERSON_NAME,66,1
博爱医院,HOSPITAL,66,1
06月11,DATE,66,1
黄金单身汉,TV_SHOW,66,1
大话西游之月光宝盒,FILM,66,1
《财经》,BOOK,66,1
华信71,,,1
,ADDR,66,1
内丘,ADMIN,66,1
叶丹,PERSON_NAME,66,1
中信安全键盘,PROD_NAME,66,1
xplay6,PROD_NAME,66,1
大旺,ADMIN,66,1
关鹏,PERSON_NAME,66,1
43429,DATE,66,1
回郭镇幸超2店,ADDR,66,1
《十万个为什么》,BOOK,66,1
http://t.cn/R3Fqxik,URL,66,1
绿地集团,ADDR,66,1
腾达y71,,,1
,PROD_NAME,66,1
龚琳娜,PERSON_NAME,66,1
朱毅,PERSON_NAME,66,1
蠡县,ADMIN,66,1
老李家,PERSON_NAME,66,1
杨维,PERSON_NAME,66,1
6点40,CLOCK,66,1
孙笑川,PERSON_NAME,66,1
吴佳欣,PERSON_NAME,66,1
苏慕谨,PERSON_NAME,66,1
W1,PROD_NAME,66,1
巴哥犬,ANIMAL,66,1
北方有佳人,TV,66,1
?,PERSON_NAME,66,0
辽宁大学,SCHOOL,66,1
菲比,PERSON_NAME,66,1
http://t.cn/Ruh00k5,URL,66,1
风笑天,PERSON_NAME,66,1
大使馆,GOV,66,1
刘然,PERSON_NAME,66,1
孙茹,PERSON_NAME,66,1
京昆高速,ADDR,66,1
李小利,PERSON_NAME,66,1
里昂,ADMIN,66,1
王金平,PERSON_NAME,66,1
陈涛涛,PERSON_NAME,66,1
海宁皮革城,ADDR,66,1
https://dc.tt/Premier,URL,66,1
河南林州,ADMIN,66,1
Lee,,,1
,PROD_NAME,66,1
昨天15:27,CLOCK,66,1
中移互联网公司,ADDR,66,1
景君丽X21,,,1
,PROD_NAME,66,1
环城南路,ADDR,66,1
下午19:00,CLOCK,66,1
沈鸿煊,PERSON_NAME,66,1
狮虎兽,ANIMAL,66,1
2014-10-14 00:00:00,DATE,66,1
魏雪,PERSON_NAME,66,1
宋顺,PERSON_NAME,66,1
刘振华性格孤僻,PERSON_NAME,66,0
桓温,PERSON_NAME,66,1
王新军,PERSON_NAME,66,1
凌晨2时,CLOCK,66,1
佩兰,PLANT,66,1
南仲谦,PERSON_NAME,66,1
洛辰,PERSON_NAME,66,1
第三种爱情,TV,66,1
秦歆儿,PERSON_NAME,66,1
奴隶制,ADMIN,66,1
33.2,DATE,66,1
紫烟,PERSON_NAME,66,1
周羽,PERSON_NAME,66,1
东方通讯,ADDR,66,1
彭长慧,PERSON_NAME,66,1
富池专卖店,ADDR,66,1
西伯利亚,ADMIN,66,1
艳艳,PERSON_NAME,66,1
孙海燕,PERSON_NAME,66,1
2016-04-21 00:00:00,DATE,66,1
李宁,,,1
,PROD_NAME,66,1
伊利公司,ADDR,66,1
王秀丽,PERSON_NAME,66,1
萧云舟,PERSON_NAME,66,1
https://url.163.com/QVZ,URL,66,1
唐骁,PERSON_NAME,66,1
英航,ADDR,66,1
兰天,PERSON_NAME,66,1
江苏省人民医院,HOSPITAL,66,1
太古峰汇,ADDR,66,1
魏则西,PERSON_NAME,66,1
vivox20plus,PROD_NAME,66,1
中医药大学,SCHOOL,66,1
红星新闻,ADDR,66,1
42746,DATE,66,1
薛丽,PERSON_NAME,66,1
昆明湖,MUSIC,66,1
灵台,ADMIN,66,1
李思德,PERSON_NAME,66,1
北京市教育委员会,GOV,66,1
